VADEA_ID,VADEA_Breddegrad,VADEA_Lengdegrad,VADEA_Indeks
FJ_RSO_111,59.924053100000002,11.213044500000001,1264
FJ_RSO_1110,59.222476299999997,10.944915,26
FJ_RSO_1111,59.816969999999998,10.460940000000001,27
FJ_RSO_1112,60.156269999999999,11.4967881,50
FJ_RSO_1113,60.255508800000001,11.294701,49
FJ_RSO_1114,59.083033700000001,10.952600800000001,48
FJ_RSO_1115,59.538060000000002,10.78004,47
FJ_RSO_1116,60.25329,11.5969,46
FJ_RSO_1117,60.460926000000001,11.2746716,45
FJ_RSO_1118,59.831560000000003,10.69172,44
FJ_RSO_1119,59.733544799999997,9.9415812999999993,43
FJ_RSO_112,59.361611199999999,10.875962400000001,1263
FJ_RSO_1120,59.604763699999999,11.0760772,42
FJ_RSO_1121,59.2041331,10.883762300000001,41
FJ_RSO_1122,59.103352800000003,11.403229,40
FJ_RSO_1123,60.092072100000003,11.465173999999999,39
FJ_RSO_1124,59.084079500000001,10.8726226,38
FJ_RSO_1125,59.0046696,11.524975599999999,37
FJ_RSO_1126,59.814492700000002,11.7271386,36
FJ_RSO_1127,59.141500000000001,11.45481,35
FJ_RSO_1128,59.374380000000002,11.548170000000001,34
FJ_RSO_1129,59.756064000000002,11.1609655,33
FJ_RSO_113,60.3646867,10.5407929,1262
FJ_RSO_1130,68.4811847,16.882965299999999,32
FJ_RSO_1131,59.720799399999997,10.829014900000001,31
FJ_RSO_1132,59.458839300000001,10.694855,30
FJ_RSO_1133,59.647649999999999,10.712260000000001,29
FJ_RSO_1134,60.254964600000001,11.028355599999999,28
FJ_RSO_1135,59.664217219999998,9.6630993099999998,52
FJ_RSO_1136,60.010944100000003,10.9306603,105
FJ_RSO_1137,60.155192200000002,11.178924800000001,106
FJ_RSO_1138,61.068763599999997,9.0170171000000003,107
FJ_RSO_1139,60.706529699999997,11.9354435,183
FJ_RSO_114,59.058227049999999,11.433147290000001,1261
FJ_RSO_1140,59.8827523,10.8178222,182
FJ_RSO_1141,60.063801900000001,11.0482429,181
FJ_RSO_1142,59.612569999999998,11.415139999999999,180
FJ_RSO_1143,59.653779999999998,11.40203,179
FJ_RSO_1144,59.538150000000002,10.721120000000001,178
FJ_RSO_1146,59.249285100000002,10.988443800000001,176
FJ_RSO_1147,59.214827200000002,10.898875200000001,175
FJ_RSO_1148,60.1603596,11.4462688,174
FJ_RSO_1149,59.486379999999997,11.66832,173
FJ_RSO_115,59.808549999999997,10.446009999999999,1260
FJ_RSO_1150,59.352246000000001,11.411128400000001,172
FJ_RSO_1151,59.4524987,11.683275099999999,171
FJ_RSO_1152,59.531570000000002,11.438219999999999,170
FJ_RSO_1153,60.165390000000002,11.00975,169
FJ_RSO_1154,59.90249,10.80739,168
FJ_RSO_1155,59.489128999999998,10.9165545,167
FJ_RSO_1156,59.689964600000003,10.7173225,166
FJ_RSO_1157,59.890270399999999,10.841075399999999,165
FJ_RSO_1158,59.938824699999998,10.712455500000001,164
FJ_RSO_1159,59.844320000000003,10.42712,163
FJ_RSO_116,59.338540000000002,10.84046,1259
FJ_RSO_1161,59.775808699999999,10.707143,161
FJ_RSO_1162,59.915985300000003,10.9473818,184
FJ_RSO_1163,60.015470000000001,10.632300000000001,186
FJ_RSO_1164,59.874209999999998,10.47639,211
FJ_RSO_1165,60.483584700000002,11.0029336,187
FJ_RSO_1166,59.5783202,11.164398800000001,210
FJ_RSO_1167,59.892661400000001,10.5277086,209
FJ_RSO_1168,59.267707899999998,11.0217521,208
FJ_RSO_1169,59.361050900000002,11.417401999999999,207
FJ_RSO_117,59.739799300000001,11.022990699999999,1258
FJ_RSO_1170,59.929899599999999,10.951484799999999,206
FJ_RSO_1171,59.760829999999999,11.82274,205
FJ_RSO_1172,59.145118699999998,11.457217,204
FJ_RSO_1173,59.925719999999998,11.55851,203
FJ_RSO_1174,59.950361899999997,10.8729449,202
FJ_RSO_1175,59.671559999999999,10.757389999999999,201
FJ_RSO_1176,59.41825,11.64536,200
FJ_RSO_1177,59.22616,10.818289999999999,199
FJ_RSO_1178,59.132012899999999,11.258259199999999,198
FJ_RSO_1179,59.602580000000003,11.29693,197
FJ_RSO_118,59.387433999999999,11.7366405,1257
FJ_RSO_1180,62.605269999999997,11.65103,196
FJ_RSO_1181,60.213850000000001,11.255000000000001,195
FJ_RSO_1182,60.433026599999998,11.0769293,194
FJ_RSO_1183,60.144710000000003,11.092829999999999,193
FJ_RSO_1184,59.186587940000003,11.04210889,192
FJ_RSO_1185,59.773609999999998,11.352259999999999,191
FJ_RSO_1186,59.572760000000002,10.885619999999999,190
FJ_RSO_1187,60.38364,11.079040000000001,189
FJ_RSO_1188,60.20552,10.956379999999999,188
FJ_RSO_1189,59.526209999999999,11.177060000000001,160
FJ_RSO_119,59.162004799999998,11.1563669,1256
FJ_RSO_1190,60.090679999999999,11.22574,159
FJ_RSO_1191,59.516511899999998,11.302868200000001,158
FJ_RSO_1192,59.6662398,10.805263800000001,157
FJ_RSO_1194,60.194960000000002,11.48687,128
FJ_RSO_1195,60.347020000000001,11.040290000000001,127
FJ_RSO_1196,60.248424200000002,11.194545099999999,126
FJ_RSO_1197,59.609110000000001,11.040940000000001,125
FJ_RSO_1198,59.330539999999999,10.715439999999999,124
FJ_RSO_1199,59.410640000000001,11.331429999999999,123
FJ_RSO_12,60.144602599999999,12.0551423,1149
FJ_RSO_120,59.595779999999998,11.130380000000001,1255
FJ_RSO_1200,60.262949999999996,11.01951,122
FJ_RSO_1201,59.3952308,11.3849231,121
FJ_RSO_1202,59.67586,11.264989999999999,120
FJ_RSO_1203,59.771680000000003,11.14602,130
FJ_RSO_1204,59.650034400000003,11.079483099999999,119
FJ_RSO_1206,59.726030000000002,11.494070000000001,116
FJ_RSO_1207,59.630755800000003,11.3107579,115
FJ_RSO_1208,59.380209999999998,11.384729999999999,114
FJ_RSO_1209,59.624160000000003,11.22053,113
FJ_RSO_121,59.8881139,10.836631000000001,1254
FJ_RSO_1210,59.391027299999998,11.464134400000001,112
FJ_RSO_1211,59.23066,11.46435,111
FJ_RSO_1212,59.896137199999998,10.4949488,110
FJ_RSO_1213,59.448810000000002,11.650069999999999,109
FJ_RSO_1214,60.41283,11.02819,108
FJ_RSO_1215,59.320184099999999,11.1552375,118
FJ_RSO_1216,59.450539999999997,10.8552,131
FJ_RSO_1217,59.338193799999999,10.9774447,132
FJ_RSO_1218,59.2738254,11.1501128,133
FJ_RSO_1219,60.127433000000003,11.536681099999999,156
FJ_RSO_1220,59.566009999999999,11.13144,155
FJ_RSO_1221,59.291040000000002,10.88627,154
FJ_RSO_1222,59.945300000000003,10.744009999999999,153
FJ_RSO_1224,59.219101899999998,10.9409197,151
FJ_RSO_1225,59.366500000000002,10.74898,150
FJ_RSO_1226,59.276670000000003,11.26656,149
FJ_RSO_1227,60.000279999999997,11.39029,148
FJ_RSO_1228,60.305092199999997,11.2492725,147
FJ_RSO_1229,59.935994100000002,10.682563699999999,146
FJ_RSO_123,60.373469999999998,11.271599999999999,1225
FJ_RSO_1231,59.377614700000002,11.7194907,144
FJ_RSO_1232,59.63017,10.848979999999999,143
FJ_RSO_1233,59.374980000000001,11.41419,142
FJ_RSO_1234,59.587057600000001,11.5688557,141
FJ_RSO_1235,59.55198,11.40338,140
FJ_RSO_1237,59.560283599999998,11.3318926,138
FJ_RSO_1238,59.512329999999999,11.26901,137
FJ_RSO_1239,59.409694500000001,11.7229052,136
FJ_RSO_124,59.359020000000001,10.78375,1224
FJ_RSO_1240,60.212800000000001,11.34273,135
FJ_RSO_1241,59.219839299999997,10.7932165,134
FJ_RSO_1242,59.6864232,11.540463300000001,212
FJ_RSO_1243,59.6864232,11.540463300000001,426
FJ_RSO_1244,59.335430000000002,10.93702,638
FJ_RSO_1245,59.748087099999999,11.3799519,427
FJ_RSO_1246,60.185618900000001,10.986050499999999,715
FJ_RSO_1247,60.364147899999999,11.212501899999999,714
FJ_RSO_1248,59.295395800000001,11.219616200000001,713
FJ_RSO_1249,59.827959999999997,10.392150000000001,712
FJ_RSO_125,59.24821,11.02745,1223
FJ_RSO_1250,60.047404700000001,11.0652943,711
FJ_RSO_1251,59.485143000000001,11.227486000000001,710
FJ_RSO_1252,59.605580000000003,11.12496,709
FJ_RSO_1253,59.920127700000002,10.661742500000001,708
FJ_RSO_1254,59.3821783,10.753473400000001,707
FJ_RSO_1255,59.9636906,10.7285527,706
FJ_RSO_1256,60.3162181,11.293607099999999,716
FJ_RSO_1257,59.368180000000002,10.793290000000001,705
FJ_RSO_1258,59.077280000000002,10.94965,703
FJ_RSO_1259,59.543284200000002,10.7496124,702
FJ_RSO_126,59.944940000000003,10.51577,1222
FJ_RSO_1260,59.83869,10.42475,701
FJ_RSO_1261,59.885449999999999,10.504390000000001,700
FJ_RSO_1262,59.947217299999998,11.010067899999999,699
FJ_RSO_1263,59.446065900000001,10.690265999999999,698
FJ_RSO_1264,59.607869999999998,10.655860000000001,697
FJ_RSO_1265,59.653939999999999,10.99099,696
FJ_RSO_1266,60.163769899999998,10.992827,695
FJ_RSO_1267,60.38064,11.264099999999999,694
FJ_RSO_1268,60.059838399999997,10.8604141,704
FJ_RSO_1269,59.867570000000001,10.81507,717
FJ_RSO_127,60.463090000000001,11.02833,1194
FJ_RSO_1270,60.006038599999997,11.0301755,718
FJ_RSO_1271,59.221510299999998,10.2927517,719
FJ_RSO_1272,59.304515600000002,11.1293446,742
FJ_RSO_1273,59.703389100000003,11.2977738,741
FJ_RSO_1274,59.245508800000003,11.0368683,740
FJ_RSO_1275,59.581310299999998,11.104638899999999,739
FJ_RSO_1276,59.201741400000003,11.332057000000001,738
FJ_RSO_1277,59.496425299999999,10.8343481,737
FJ_RSO_1278,59.426034799999996,11.4404082,736
FJ_RSO_1279,59.406260000000003,11.72256,735
FJ_RSO_128,59.830600500000003,11.135608,1193
FJ_RSO_1280,59.229319500000003,10.956240599999999,734
FJ_RSO_1281,59.680876900000001,10.8815811,733
FJ_RSO_1282,59.2358026,10.9456203,732
FJ_RSO_1283,60.1241901,11.3366246,731
FJ_RSO_1284,59.610322500000002,11.0901809,730
FJ_RSO_1285,59.138900399999997,11.3959022,729
FJ_RSO_1286,59.70364,10.645989999999999,728
FJ_RSO_1287,59.503259999999997,11.355560000000001,727
FJ_RSO_1288,59.179580000000001,11.22092,726
FJ_RSO_1289,59.935298000000003,10.650224100000001,725
FJ_RSO_129,59.405106500000002,11.3446327,1192
FJ_RSO_1290,59.609279999999998,10.88575,724
FJ_RSO_1291,59.840635200000001,11.258231500000001,723
FJ_RSO_1292,59.812436599999998,10.693146199999999,722
FJ_RSO_1294,59.430161499999997,10.6761268,720
FJ_RSO_1295,59.866964799999998,10.499581299999999,693
FJ_RSO_1296,59.059341099999997,11.5130195,743
FJ_RSO_1297,59.853085,10.4130702,692
FJ_RSO_1298,60.304066200000001,11.303905800000001,690
FJ_RSO_1299,60.040083099999997,11.366304299999999,662
FJ_RSO_13,60.406855899999996,11.2453637,1148
FJ_RSO_130,59.4269988,10.675869499999999,1191
FJ_RSO_1300,60.040083099999997,11.366304299999999,661
FJ_RSO_1301,60.114864300000001,11.4636966,660
FJ_RSO_1302,59.651508800000002,10.6929236,659
FJ_RSO_1303,60.253604799999998,11.028589699999999,658
FJ_RSO_1304,59.686229400000002,10.753903599999999,657
FJ_RSO_1305,59.392150000000001,11.546559999999999,656
FJ_RSO_1306,59.978870000000001,11.31678,655
FJ_RSO_1307,59.353267099999997,11.189335099999999,654
FJ_RSO_1308,59.209051000000002,11.2465391,653
FJ_RSO_1309,59.71707,10.81767,663
FJ_RSO_131,59.262590000000003,10.83935,1190
FJ_RSO_1310,61.07108625,9.9355718500000005,652
FJ_RSO_1311,59.214488500000002,10.9036042,650
FJ_RSO_1312,60.097799799999997,11.450344899999999,649
FJ_RSO_1313,60.113700000000001,10.991899999999999,648
FJ_RSO_1314,59.856670000000001,10.65527,647
FJ_RSO_1315,60.170059999999999,11.03389,646
FJ_RSO_1316,59.949926300000001,10.643698000000001,645
FJ_RSO_1317,59.954679499999997,10.8659052,644
FJ_RSO_1318,59.967231200000001,10.7940852,643
FJ_RSO_1319,59.914569999999998,10.430720000000001,642
FJ_RSO_132,60.11018,11.434229999999999,1189
FJ_RSO_1320,59.983699999999999,10.472009999999999,641
FJ_RSO_1321,59.384210000000003,11.21668,651
FJ_RSO_1322,59.943817199999998,11.053528999999999,664
FJ_RSO_1323,59.134401099999998,11.4330447,665
FJ_RSO_1325,59.587162200000002,11.1859214,689
FJ_RSO_1326,59.73028,11.205360000000001,688
FJ_RSO_1327,59.052399999999999,11.02825,687
FJ_RSO_1328,60.365169999999999,11.26728,686
FJ_RSO_1329,59.379550000000002,10.72052,685
FJ_RSO_133,59.918862900000001,10.8214071,1188
FJ_RSO_1330,59.848338099999999,10.790025,684
FJ_RSO_1331,59.881144999999997,10.8423576,683
FJ_RSO_1332,59.259650000000001,10.93995,682
FJ_RSO_1333,59.759296300000003,10.7272029,681
FJ_RSO_1334,59.124037000000001,11.442693800000001,680
FJ_RSO_1335,60.966521299999997,11.6733548,679
FJ_RSO_1336,59.951213699999997,10.635723799999999,678
FJ_RSO_1337,59.817403300000002,10.684748600000001,677
FJ_RSO_1338,59.959902399999997,10.8948321,676
FJ_RSO_1339,59.6756423,10.373931600000001,675
FJ_RSO_134,59.071379999999998,10.94257,1187
FJ_RSO_1340,60.545887800000003,11.918169000000001,674
FJ_RSO_1341,60.012079999999997,10.967919999999999,673
FJ_RSO_1342,60.222299999999997,11.035,672
FJ_RSO_1343,59.725999999999999,10.11786,671
FJ_RSO_1344,59.083629999999999,11.44407,670
FJ_RSO_1345,59.860115999999998,11.098142299999999,669
FJ_RSO_1346,59.964630900000003,11.064497899999999,668
FJ_RSO_1347,59.755189199999997,10.8522208,667
FJ_RSO_1348,59.939554399999999,10.635131599999999,691
FJ_RSO_1349,60.055540000000001,10.872249999999999,744
FJ_RSO_135,59.731788600000002,11.0063747,1186
FJ_RSO_1350,59.742988420000003,10.599228589999999,745
FJ_RSO_1351,59.654936800000002,11.023929300000001,746
FJ_RSO_1352,60.176389999999998,11.413740000000001,822
FJ_RSO_1353,60.210487899999997,10.996307699999999,821
FJ_RSO_1354,60.321918599999997,11.240088500000001,820
FJ_RSO_1355,59.585358800000002,11.077808900000001,819
FJ_RSO_1356,60.135479799999999,11.2138901,818
FJ_RSO_1357,59.7631236,10.442828,817
FJ_RSO_1358,59.999482800000003,11.312492900000001,816
FJ_RSO_1359,59.905519400000003,10.817922299999999,815
FJ_RSO_136,59.2590492,11.163584699999999,1185
FJ_RSO_1360,59.363976700000002,11.3552213,814
FJ_RSO_1361,60.160969999999999,11.191269999999999,813
FJ_RSO_1362,59.279690000000002,11.07368,812
FJ_RSO_1363,59.90211,10.79358,811
FJ_RSO_1364,59.808629199999999,10.8825565,810
FJ_RSO_1365,59.2413539,10.9236124,809
FJ_RSO_1366,59.430840000000003,11.4084,808
FJ_RSO_1367,60.376576700000001,11.219132099999999,807
FJ_RSO_1368,59.985202999999998,11.0311577,806
FJ_RSO_1369,60.134230000000002,11.204470000000001,805
FJ_RSO_137,59.603740000000002,11.204789999999999,1195
FJ_RSO_1370,60.443250499999998,12.0582125,804
FJ_RSO_1371,59.764119999999998,11.27652,803
FJ_RSO_1372,59.287894600000001,11.1808145,802
FJ_RSO_1373,59.931025920000003,10.714976979999999,801
FJ_RSO_1374,59.489879600000002,11.010519499999999,800
FJ_RSO_1375,60.092832899999998,11.0533897,823
FJ_RSO_1376,59.582480799999999,11.1416957,825
FJ_RSO_1377,59.515190699999998,10.845088199999999,850
FJ_RSO_1378,60.135015199999998,11.3738382,826
FJ_RSO_1379,59.861620000000002,11.25436,849
FJ_RSO_1380,59.47636,11.157870000000001,848
FJ_RSO_1381,59.314430000000002,11.04294,847
FJ_RSO_1382,59.229194200000002,11.682539500000001,846
FJ_RSO_1383,59.045805799999997,11.4394335,845
FJ_RSO_1384,59.624519999999997,11.08145,844
FJ_RSO_1385,59.76623,10.675369999999999,843
FJ_RSO_1386,60.032919999999997,10.88635,842
FJ_RSO_1387,59.277678000000002,11.1184092,841
FJ_RSO_1389,60.1081,11.07564,839
FJ_RSO_139,60.452359999999999,11.06527,1182
FJ_RSO_1390,60.350790000000003,11.36519,838
FJ_RSO_1391,59.182540000000003,11.222110000000001,837
FJ_RSO_1392,59.627620100000001,11.1653371,836
FJ_RSO_1393,59.935400000000001,10.42385,835
FJ_RSO_1394,59.2980175,11.215483799999999,834
FJ_RSO_1395,59.945520999999999,10.7687569,833
FJ_RSO_1396,59.667455500000003,10.8010468,832
FJ_RSO_1397,59.710573799999999,10.824408699999999,831
FJ_RSO_1398,59.257130500000002,10.8543761,830
FJ_RSO_14,67.280821299999999,14.476246700000001,1147
FJ_RSO_140,60.194882499999999,11.0308806,1181
FJ_RSO_1400,59.526913399999998,10.694293999999999,828
FJ_RSO_1401,60.105269999999997,11.05001,827
FJ_RSO_1402,59.671691099999997,10.801854799999999,799
FJ_RSO_1403,60.007491770000001,11.37749183,798
FJ_RSO_1404,59.651530000000001,11.07687,797
FJ_RSO_1405,59.612873399999998,11.0868117,796
FJ_RSO_1406,59.361289999999997,10.72204,768
FJ_RSO_1407,59.80509,10.66625,767
FJ_RSO_1408,59.506310999999997,10.8133626,766
FJ_RSO_1409,59.217329999999997,11.116960000000001,765
FJ_RSO_141,60.737234100000002,11.8222951,1180
FJ_RSO_1410,59.212009999999999,11.10805,764
FJ_RSO_1411,60.104019999999998,11.05803,763
FJ_RSO_1412,59.533002799999998,10.773007399999999,762
FJ_RSO_1413,60.107019999999999,11.38641,761
FJ_RSO_1414,59.5608,10.99061,760
FJ_RSO_1415,59.9461394,10.814936299999999,759
FJ_RSO_1416,59.951339699999998,11.0195042,769
FJ_RSO_1417,59.607529999999997,11.37035,758
FJ_RSO_1418,59.881088599999998,10.6051997,756
FJ_RSO_1419,59.1042086,11.3860677,755
FJ_RSO_142,59.373112599999999,11.464154600000001,1179
FJ_RSO_1420,59.335883199999998,11.408906,754
FJ_RSO_1421,60.31071,11.18055,753
FJ_RSO_1422,60.228422600000002,11.163143699999999,752
FJ_RSO_1423,59.513750899999998,11.2642089,751
FJ_RSO_1424,60.108110099999998,11.036959899999999,750
FJ_RSO_1426,60.142146699999998,11.481716199999999,748
FJ_RSO_1427,60.142146699999998,11.481716199999999,747
FJ_RSO_1428,62.379086299999997,6.5488410000000004,757
FJ_RSO_1429,59.939585700000002,10.875725600000001,770
FJ_RSO_143,59.140726600000001,11.390602599999999,1178
FJ_RSO_1430,59.229605399999997,11.4770558,771
FJ_RSO_1431,59.937194699999999,10.7443203,772
FJ_RSO_1432,59.849556900000003,10.803389900000001,795
FJ_RSO_1433,59.757249999999999,11.257619999999999,794
FJ_RSO_1434,59.960046749999997,10.9232741,793
FJ_RSO_1435,59.922068799999998,11.1450631,792
FJ_RSO_1436,59.603022899999999,10.8599842,791
FJ_RSO_1437,59.653660000000002,10.663690000000001,790
FJ_RSO_1438,59.805313699999999,10.6204593,789
FJ_RSO_1439,59.825676299999998,10.4743935,788
FJ_RSO_144,59.848379999999999,10.68544,1177
FJ_RSO_1440,59.073106000000003,11.068012400000001,787
FJ_RSO_1441,59.995076599999997,10.9063181,786
FJ_RSO_1442,60.170831300000003,11.4258486,785
FJ_RSO_1443,60.5558263,11.1873697,784
FJ_RSO_1444,59.853209,11.2352101,783
FJ_RSO_1445,60.061777499999998,11.4197709,782
FJ_RSO_1446,59.12491,11.46299,781
FJ_RSO_1447,60.30838,11.27617,780
FJ_RSO_1448,60.413103999999997,11.0646495,779
FJ_RSO_1449,60.188279999999999,10.97809,778
FJ_RSO_145,59.293651099999998,11.063522900000001,1176
FJ_RSO_1450,59.922627900000002,10.7557391,777
FJ_RSO_1451,60.1950772,11.012221,776
FJ_RSO_1452,59.824108699999996,10.787815,775
FJ_RSO_1453,59.197592700000001,10.955599100000001,774
FJ_RSO_1454,59.853878700000003,10.674041600000001,773
FJ_RSO_1455,59.405216899999999,11.1737816,640
FJ_RSO_1456,59.279663200000002,11.4728976,824
FJ_RSO_1457,60.02449,11.209860000000001,639
FJ_RSO_1458,59.673200000000001,10.89232,611
FJ_RSO_1459,59.354410000000001,11.38923,502
FJ_RSO_146,59.985547199999999,10.754052099999999,1175
FJ_RSO_1460,59.090194199999999,10.916384799999999,501
FJ_RSO_1461,59.444130000000001,11.67947,500
FJ_RSO_1462,59.710230000000003,11.45162,499
FJ_RSO_1463,59.762594200000002,10.583225300000001,498
FJ_RSO_1464,59.544719999999998,11.45243,497
FJ_RSO_1465,59.536935499999998,11.429143699999999,496
FJ_RSO_1466,59.828167100000002,10.3924813,495
FJ_RSO_1467,59.911486699999998,10.5789648,494
FJ_RSO_1468,59.248839500000003,10.997011199999999,493
FJ_RSO_1469,59.457940000000001,11.667490000000001,503
FJ_RSO_147,59.537798199999997,11.393205200000001,1174
FJ_RSO_1470,60.100020000000001,11.580719999999999,492
FJ_RSO_1471,59.651380000000003,11.31986,490
FJ_RSO_1472,59.06861,11.070489999999999,489
FJ_RSO_1473,59.95335,10.697789999999999,488
FJ_RSO_1474,59.235030000000002,10.92855,487
FJ_RSO_1475,59.8827,10.61201,486
